"entity_id","sku","name","description","brand","category","price","currency","image_url","features","rating","tags"
"5b23dc87-f1a6-54d7-8579-b93467cff564","5b23dc87-f1a6-54d7-8579-b93467cff564","Cookbook: Holiday Feasts","200+ holiday recipes from around the world with full-color photography.","","Books & Media","29.99","USD","https://images.unsplash.com/photo-cookbook?w=800&q=80","200+ Recipes|Full Color|Hardcover","None","200+ Recipes|Full Color|Hardcover"
"e1ff8f15-f7d9-5fe1-8424-378c276ab0e5","e1ff8f15-f7d9-5fe1-8424-378c276ab0e5","Streaming Gift Card $50","Digital gift card redeemable on major streaming platforms.","","Books & Media","50.0","USD","https://images.unsplash.com/photo-gift-card-streaming?w=800&q=80","$50 Value|Digital Delivery|Multi-Platform","None","$50 Value|Digital Delivery|Multi-Platform"
"845cda73-e772-5798-9ab6-e69d92dfe4f3","845cda73-e772-5798-9ab6-e69d92dfe4f3","Podcasting Microphone Kit","USB condenser microphone with pop filter, boom arm, and shock mount.","","Books & Media","89.99","USD","https://images.unsplash.com/photo-podcast-mic?w=800&q=80","USB-C|Pop Filter|Boom Arm","None","USB-C|Pop Filter|Boom Arm"
"421edfb9-cfec-571b-96fc-440fd98d1497","421edfb9-cfec-571b-96fc-440fd98d1497","Adult Coloring Book Set","Set of three premium coloring books with 120 intricate designs and 24 colored pencils.","","Books & Media","24.99","USD","https://images.unsplash.com/photo-coloring-books?w=800&q=80","3 Books|120 Designs|Pencils Included","None","3 Books|120 Designs|Pencils Included"
"f2f62365-d515-5435-b627-e3adbf537e67","f2f62365-d515-5435-b627-e3adbf537e67","E-Reader Paperwhite","6.8"" glare-free display e-reader with adjustable warm light and 16 GB storage.","","Books & Media","139.99","USD","https://images.unsplash.com/photo-e-reader?w=800&q=80","6.8"" Display|Warm Light|16 GB","None","6.8"" Display|Warm Light|16 GB"
"a68a9857-98f5-5e35-ae96-005d6aeeb430","a68a9857-98f5-5e35-ae96-005d6aeeb430","Music Theory for Beginners","Comprehensive guide to music theory with exercises and online video lessons.","","Books & Media","19.99","USD","https://images.unsplash.com/photo-music-theory?w=800&q=80","Beginner Friendly|Online Videos|Paperback","None","Beginner Friendly|Online Videos|Paperback"
"a089fe1b-b8c4-59e4-9400-e948afdbf76a","a089fe1b-b8c4-59e4-9400-e948afdbf76a","Audiobook Subscription Gift","3-month audiobook subscription with one credit per month.","","Books & Media","44.97","USD","https://images.unsplash.com/photo-audiobook-sub?w=800&q=80","3 Months|1 Credit/Month|Gift Card","None","3 Months|1 Credit/Month|Gift Card"
"bd893b49-dd50-5ad2-9ab6-f31a11b24d0e","bd893b49-dd50-5ad2-9ab6-f31a11b24d0e","Photography Art Book","Large-format coffee table book showcasing award-winning landscape photography.","","Books & Media","49.99","USD","https://images.unsplash.com/photo-photo-book?w=800&q=80","Large Format|200 Photos|Hardcover","None","Large Format|200 Photos|Hardcover"
"31382bd7-78da-5c01-a98e-dc89bc7b5984","31382bd7-78da-5c01-a98e-dc89bc7b5984","Sterling Silver Pendant Necklace","Handcrafted sterling silver pendant on 18"" chain with spring-ring clasp.","","Jewelry & Watches","59.99","USD","https://images.unsplash.com/photo-pendant-necklace?w=800&q=80","925 Sterling Silver|18"" Chain|Handcrafted","None","925 Sterling Silver|18"" Chain|Handcrafted"
"a825627f-066d-578d-8c33-defa5a8c6abb","a825627f-066d-578d-8c33-defa5a8c6abb","Automatic Dive Watch","200 m water-resistant automatic watch with sapphire crystal and stainless steel bracelet.","","Jewelry & Watches","349.99","USD","https://images.unsplash.com/photo-dive-watch?w=800&q=80","Automatic|Sapphire Crystal|200 m WR","None","Automatic|Sapphire Crystal|200 m WR"
"1cba1e57-705f-5536-a2fb-7cd63f543443","1cba1e57-705f-5536-a2fb-7cd63f543443","Gold-Plated Hoop Earrings","18K gold-plated stainless steel hoop earrings. Hypoallergenic and tarnish resistant.","","Jewelry & Watches","29.99","USD","https://images.unsplash.com/photo-hoop-earrings?w=800&q=80","18K Gold Plated|Hypoallergenic|Stainless Steel","None","18K Gold Plated|Hypoallergenic|Stainless Steel"
"814e218e-5e8d-5a4c-bfc4-054dfe5a54d5","814e218e-5e8d-5a4c-bfc4-054dfe5a54d5","Minimalist Leather Watch","Ultra-thin quartz watch with genuine leather strap and Japanese movement.","","Jewelry & Watches","89.99","USD","https://images.unsplash.com/photo-leather-watch?w=800&q=80","Japanese Quartz|Leather Strap|Ultra-Thin","None","Japanese Quartz|Leather Strap|Ultra-Thin"
"87d1d52d-2aea-50c8-96be-00542f172ef9","87d1d52d-2aea-50c8-96be-00542f172ef9","Freshwater Pearl Bracelet","Elegant bracelet featuring genuine freshwater pearls on sterling silver wire.","","Jewelry & Watches","45.0","USD","https://images.unsplash.com/photo-pearl-bracelet?w=800&q=80","Freshwater Pearls|Sterling Silver|Adjustable","None","Freshwater Pearls|Sterling Silver|Adjustable"
"3a9a379f-6d58-5064-8dc5-ff5c0c2ffda5","3a9a379f-6d58-5064-8dc5-ff5c0c2ffda5","Chronograph Sport Watch","Stainless steel chronograph with tachymeter bezel and 100 m water resistance.","","Jewelry & Watches","179.99","USD","https://images.unsplash.com/photo-sport-watch?w=800&q=80","Chronograph|Tachymeter|100 m WR","None","Chronograph|Tachymeter|100 m WR"
"15a38ba8-3166-5025-9dd2-f16ced900275","15a38ba8-3166-5025-9dd2-f16ced900275","Birthstone Ring Collection","Stackable birthstone ring in your choice of 12 gemstones. Set in 14K gold vermeil.","","Jewelry & Watches","39.99","USD","https://images.unsplash.com/photo-birthstone-ring?w=800&q=80","14K Gold Vermeil|12 Options|Stackable","None","14K Gold Vermeil|12 Options|Stackable"
"6ae5509c-1a88-5d3d-b39d-68d4372bdeab","6ae5509c-1a88-5d3d-b39d-68d4372bdeab","Cufflink & Tie Bar Set","Brushed stainless steel cufflinks and tie bar in a walnut presentation box.","","Jewelry & Watches","54.99","USD","https://images.unsplash.com/photo-cufflinks?w=800&q=80","Stainless Steel|Walnut Box|Brushed Finish","None","Stainless Steel|Walnut Box|Brushed Finish"
"e3f853ac-3e23-5ac2-b749-5423886d487c","e3f853ac-3e23-5ac2-b749-5423886d487c","Crystal Tennis Bracelet","Rhodium-plated tennis bracelet with brilliant-cut cubic zirconia stones.","","Jewelry & Watches","69.99","USD","https://images.unsplash.com/photo-tennis-bracelet?w=800&q=80","Rhodium Plated|CZ Stones|Box Clasp","None","Rhodium Plated|CZ Stones|Box Clasp"
"7769769c-4a69-54ca-b96f-06eac9a2af11","7769769c-4a69-54ca-b96f-06eac9a2af11","Smart Hybrid Watch","Analog watch face with smart notifications, step tracking, and 6-month battery.","","Jewelry & Watches","199.99","USD","https://images.unsplash.com/photo-hybrid-watch?w=800&q=80","Analog + Smart|Notifications|6-Month Battery","None","Analog + Smart|Notifications|6-Month Battery"
"bac4fc44-c255-5123-87b0-9c8a3b671f9f","bac4fc44-c255-5123-87b0-9c8a3b671f9f","Artisan Chocolate Truffle Box","24-piece collection of handmade Belgian chocolate truffles in assorted flavors.","","Food & Gourmet","34.99","USD","https://images.unsplash.com/photo-chocolate-truffles?w=800&q=80","24 Pieces|Belgian Chocolate|Handmade","None","24 Pieces|Belgian Chocolate|Handmade"
"022895d9-30c1-5849-a7a4-c9a906cd551e","022895d9-30c1-5849-a7a4-c9a906cd551e","Holiday Cookie Gift Tin","2 lb tin of assorted butter cookies in festive holiday shapes.","","Food & Gourmet","22.99","USD","https://images.unsplash.com/photo-cookie-tin?w=800&q=80","2 lb Tin|Butter Cookies|Holiday Shapes","None","2 lb Tin|Butter Cookies|Holiday Shapes"
"24908bbb-6314-52ca-85b9-366520fa21b1","24908bbb-6314-52ca-85b9-366520fa21b1","Single-Origin Coffee Sampler","Set of four 4 oz bags of specialty single-origin coffees from around the world.","","Food & Gourmet","29.99","USD","https://images.unsplash.com/photo-coffee-sampler?w=800&q=80","4 Origins|Whole Bean|Freshly Roasted","None","4 Origins|Whole Bean|Freshly Roasted"
"fb34af42-d821-5955-b656-4f61eb1e45d2","fb34af42-d821-5955-b656-4f61eb1e45d2","Gourmet Cheese Board Set","Artisan cheese selection with crackers, fig jam, and bamboo serving board.","","Food & Gourmet","49.99","USD","https://images.unsplash.com/photo-cheese-board?w=800&q=80","4 Cheeses|Bamboo Board|Fig Jam","None","4 Cheeses|Bamboo Board|Fig Jam"
"23c91b1e-e4e7-55e6-9002-0975690be3f9","23c91b1e-e4e7-55e6-9002-0975690be3f9","Organic Tea Collection","Gift box of 60 organic tea bags in 6 flavors: chamomile, green, earl grey, peppermint, chai, and rooibos.","","Food & Gourmet","19.99","USD","https://images.unsplash.com/photo-tea-collection?w=800&q=80","60 Bags|6 Flavors|Organic","None","60 Bags|6 Flavors|Organic"
"5d02e386-4a04-5682-82af-96b1484bcdf2","5d02e386-4a04-5682-82af-96b1484bcdf2","Hot Sauce Trio","Set of three small-batch hot sauces: smoky chipotle, habanero mango, and ghost pepper.","","Food & Gourmet","24.99","USD","https://images.unsplash.com/photo-hot-sauce?w=800&q=80","3 Bottles|Small Batch|Varying Heat","None","3 Bottles|Small Batch|Varying Heat"
"9150305b-6e0d-5093-ae2a-8ec0fee76992","9150305b-6e0d-5093-ae2a-8ec0fee76992","Olive Oil & Vinegar Set","Premium extra-virgin olive oil and aged balsamic vinegar in glass bottles.","","Food & Gourmet","32.99","USD","https://images.unsplash.com/photo-olive-oil-set?w=800&q=80","Extra Virgin|Aged Balsamic|Glass Bottles","None","Extra Virgin|Aged Balsamic|Glass Bottles"
"3a3aa8f0-bfee-50d2-a52c-b573bb08a227","3a3aa8f0-bfee-50d2-a52c-b573bb08a227","Holiday Nuts & Dried Fruit Basket","Gift basket with roasted almonds, cashews, dried cranberries, and apricots.","","Food & Gourmet","27.99","USD","https://images.unsplash.com/photo-nuts-basket?w=800&q=80","Mixed Nuts|Dried Fruit|Gift Basket","None","Mixed Nuts|Dried Fruit|Gift Basket"
"a90b4d97-8596-5361-a249-201063ea251b","a90b4d97-8596-5361-a249-201063ea251b","Craft Beer Advent Calendar","24 craft beers from independent breweries, one for each day of December.","","Food & Gourmet","59.99","USD","https://images.unsplash.com/photo-beer-advent?w=800&q=80","24 Beers|Independent Breweries|Advent Calendar","None","24 Beers|Independent Breweries|Advent Calendar"
"bedddb61-1c66-5877-84a4-c27febb9b522","bedddb61-1c66-5877-84a4-c27febb9b522","Maple Syrup Gift Set","Three-bottle set of grade A maple syrup: amber, dark, and very dark.","","Food & Gourmet","28.99","USD","https://images.unsplash.com/photo-maple-syrup?w=800&q=80","Grade A|3 Bottles|Vermont Maple","None","Grade A|3 Bottles|Vermont Maple"
"5b67b850-6f72-5ae8-bd5f-fe60bb424080","5b67b850-6f72-5ae8-bd5f-fe60bb424080","Orthopedic Dog Bed Large","Memory foam dog bed with waterproof liner and removable washable cover.","","Pet Supplies","59.99","USD","https://images.unsplash.com/photo-dog-bed?w=800&q=80","Memory Foam|Waterproof Liner|Washable Cover","None","Memory Foam|Waterproof Liner|Washable Cover"
"91383486-a187-5f70-a1e5-c836fc36a74e","91383486-a187-5f70-a1e5-c836fc36a74e","Interactive Cat Puzzle Feeder","Slow-feeder puzzle toy that stimulates your cat's natural hunting instincts.","","Pet Supplies","19.99","USD","https://images.unsplash.com/photo-cat-puzzle?w=800&q=80","Slow Feeder|BPA Free|Dishwasher Safe","None","Slow Feeder|BPA Free|Dishwasher Safe"
"2e29b81f-61d7-5be6-b2af-4dfa0fb9d159","2e29b81f-61d7-5be6-b2af-4dfa0fb9d159","Premium Grain-Free Dog Food 15 lb","All-natural grain-free kibble with real salmon as the first ingredient.","","Pet Supplies","49.99","USD","https://images.unsplash.com/photo-dog-food?w=800&q=80","Grain Free|Real Salmon|15 lb Bag","None","Grain Free|Real Salmon|15 lb Bag"
"e5a67196-c661-5617-8639-54f1f2d5f2f6","e5a67196-c661-5617-8639-54f1f2d5f2f6","Retractable Dog Leash 16 ft","One-handed retractable leash with anti-slip handle and reflective cord.","","Pet Supplies","22.99","USD","https://images.unsplash.com/photo-dog-leash?w=800&q=80","16 ft|Retractable|Reflective","None","16 ft|Retractable|Reflective"
"940da85c-3d0d-5b05-8802-fa498bbea0bd","940da85c-3d0d-5b05-8802-fa498bbea0bd","Cat Tower 5-Level","Multi-level cat tree with sisal scratching posts, hammock, and plush perches.","","Pet Supplies","79.99","USD","https://images.unsplash.com/photo-cat-tower?w=800&q=80","5 Levels|Sisal Posts|Hammock","None","5 Levels|Sisal Posts|Hammock"
"5a399d6f-2218-5c61-bffb-f2ff1ada1b56","5a399d6f-2218-5c61-bffb-f2ff1ada1b56","Pet Grooming Glove","De-shedding grooming glove that works for cats and dogs. Gentle massage tips.","","Pet Supplies","12.99","USD","https://images.unsplash.com/photo-grooming-glove?w=800&q=80","Cats & Dogs|De-Shedding|Massage Tips","None","Cats & Dogs|De-Shedding|Massage Tips"
"79be7acc-72bc-55ec-81fc-939266326fa1","79be7acc-72bc-55ec-81fc-939266326fa1","Automatic Pet Water Fountain","2 L circulating water fountain with triple filtration and ultra-quiet pump.","","Pet Supplies","29.99","USD","https://images.unsplash.com/photo-water-fountain?w=800&q=80","2 L Capacity|Triple Filter|Ultra Quiet","None","2 L Capacity|Triple Filter|Ultra Quiet"
"bc9f6f0d-817b-5540-a4a9-90abdf15be24","bc9f6f0d-817b-5540-a4a9-90abdf15be24","Holiday Pet Outfit Set","Festive holiday costume set with Santa hat, bandana, and bow tie for dogs.","","Pet Supplies","18.99","USD","https://images.unsplash.com/photo-pet-costume?w=800&q=80","3-Piece Set|Adjustable|Machine Washable","None","3-Piece Set|Adjustable|Machine Washable"
"26822889-fb3b-5478-8834-e3286bf92b75","26822889-fb3b-5478-8834-e3286bf92b75","GPS Pet Tracker","Lightweight GPS tracker for collars with real-time location and activity monitoring.","","Pet Supplies","44.99","USD","https://images.unsplash.com/photo-pet-tracker?w=800&q=80","Real-Time GPS|Activity Monitor|Lightweight","None","Real-Time GPS|Activity Monitor|Lightweight"
"f1797489-5ba1-5931-ab83-89ec383fc9e0","f1797489-5ba1-5931-ab83-89ec383fc9e0","Natural Catnip Toy Bundle","Set of 5 organic catnip toys in assorted shapes with crinkle filling.","","Pet Supplies","14.99","USD","https://images.unsplash.com/photo-catnip-toys?w=800&q=80","5 Toys|Organic Catnip|Crinkle Filling","None","5 Toys|Organic Catnip|Crinkle Filling"
